"","BGN_DATE","EVTYPE","COUNTY","COUNTYNAME","STATE","FATALITIES","INJURIES","LATITUDE","LONGITUDE"
"489373","4/28/2003 0:00:00","LIGHTNING",21,"COLLIER","FL",1,2,0,0
"489391","5/3/2003 0:00:00","LIGHTNING",91,"OKALOOSA","FL",0,1,0,0
"489392","5/9/2003 0:00:00","RIP CURRENT",113,"SANTA ROSA","FL",1,0,0,0
"489393","5/9/2003 0:00:00","RIP CURRENT",33,"ESCAMBIA","FL",1,0,0,0
"489394","5/10/2003 0:00:00","RIP CURRENT",33,"ESCAMBIA","FL",0,2,0,0
"489395","5/11/2003 0:00:00","RIP CURRENT",33,"ESCAMBIA","FL",1,0,0,0
"489454","5/31/2003 0:00:00","RIP CURRENT",45,"GULF","FL",1,0,0,0
"489480","6/3/2003 0:00:00","LIGHTNING",99,"PALM BEACH","FL",0,1,0,0
"489490","6/8/2003 0:00:00","RIP CURRENT",131,"WALTON","FL",6,0,0,0
"489491","6/8/2003 0:00:00","RIP CURRENT",91,"OKALOOSA","FL",1,0,0,0
"489493","6/8/2003 0:00:00","RIP CURRENT",91,"OKALOOSA","FL",1,10,0,0
"489494","6/9/2003 0:00:00","LIGHTNING",57,"HILLSBOROUGH","FL",0,1,0,0
"489495","6/9/2003 0:00:00","RIP CURRENT",33,"ESCAMBIA","FL",1,0,0,0
"489496","6/9/2003 0:00:00","LIGHTNING",86,"MIAMI-DADE","FL",0,1,0,0
"489503","6/11/2003 0:00:00","LIGHTNING",91,"OKALOOSA","FL",0,1,0,0
"489520","6/15/2003 0:00:00","LIGHTNING",115,"SARASOTA","FL",0,1,0,0
"489524","6/16/2003 0:00:00","LIGHTNING",23,"COLUMBIA","FL",1,0,0,0
"489526","6/16/2003 0:00:00","TSTM WIND",57,"HILLSBOROUGH","FL",0,2,2803,8218
"489548","6/21/2003 0:00:00","LIGHTNING",105,"POLK","FL",1,1,0,0
"489570","6/28/2003 0:00:00","TSTM WIND",31,"DUVAL","FL",0,1,3021,8140
"489584","8/15/2003 0:00:00","LIGHTNING",103,"PINELLAS","FL",0,1,0,0
"489589","8/18/2003 0:00:00","LIGHTNING",31,"DUVAL","FL",0,1,0,0
"489599","8/23/2003 0:00:00","LIGHTNING",71,"LEE","FL",1,0,0,0
"489664","7/2/2003 0:00:00","RIP CURRENT",5,"BAY","FL",2,0,0,0
"489670","7/4/2003 0:00:00","TSTM WIND",57,"HILLSBOROUGH","FL",0,2,2800,8234
"489698","7/14/2003 0:00:00","LIGHTNING",33,"ESCAMBIA","FL",1,1,0,0
"489734","7/22/2003 0:00:00","LIGHTNING",103,"PINELLAS","FL",0,2,0,0
"489745","7/23/2003 0:00:00","LIGHTNING",9,"BREVARD","FL",0,1,0,0
"489759","7/26/2003 0:00:00","LIGHTNING",103,"PINELLAS","FL",0,1,0,0
"489763","7/28/2003 0:00:00","LIGHTNING",103,"PINELLAS","FL",0,3,0,0
"489770","7/29/2003 0:00:00","LIGHTNING",86,"MIAMI-DADE","FL",0,1,0,0
"489806","8/1/2003 0:00:00","LIGHTNING",57,"HILLSBOROUGH","FL",0,1,0,0
"489813","8/1/2003 0:00:00","LIGHTNING",83,"MARION","FL",0,1,0,0
"489818","8/4/2003 0:00:00","LIGHTNING",131,"WALTON","FL",0,1,0,0
"489825","8/5/2003 0:00:00","LIGHTNING",21,"COLLIER","FL",0,1,0,0
"489833","8/7/2003 0:00:00","LIGHTNING",57,"HILLSBOROUGH","FL",0,1,0,0
"489835","8/7/2003 0:00:00","TORNADO",99,"PALM BEACH","FL",0,28,2648,8004
"489836","8/8/2003 0:00:00","LIGHTNING",109,"ST. JOHNS","FL",0,1,0,0
"489840","8/9/2003 0:00:00","FLASH FLOOD",81,"MANATEE","FL",1,0,0,0
"489841","8/9/2003 0:00:00","LIGHTNING",99,"PALM BEACH","FL",1,0,0,0
"489843","8/9/2003 0:00:00","LIGHTNING",99,"PALM BEACH","FL",1,0,0,0
"489863","8/11/2003 0:00:00","LIGHTNING",109,"ST. JOHNS","FL",0,1,0,0
"489874","8/29/2003 0:00:00","LIGHTNING",103,"PINELLAS","FL",0,1,0,0
"489875","8/30/2003 0:00:00","RIP CURRENT",33,"ESCAMBIA","FL",1,0,0,0
"489876","8/30/2003 0:00:00","RIP CURRENT",33,"ESCAMBIA","FL",1,0,0,0
"489877","8/30/2003 0:00:00","RIP CURRENT",86,"MIAMI-DADE","FL",1,0,0,0
"489878","8/31/2003 0:00:00","RIP CURRENT",11,"BROWARD","FL",1,1,0,0
"489879","8/31/2003 0:00:00","RIP CURRENT",33,"ESCAMBIA","FL",1,0,0,0
"489880","8/31/2003 0:00:00","RIP CURRENT",33,"ESCAMBIA","FL",1,0,0,0
"489884","9/1/2003 0:00:00","RIP CURRENT",11,"BROWARD","FL",1,0,0,0
"489885","9/1/2003 0:00:00","RIP CURRENT",99,"PALM BEACH","FL",2,0,0,0
"489891","9/5/2003 0:00:00","LIGHTNING",71,"LEE","FL",0,1,0,0
"489896","9/13/2003 0:00:00","RIP CURRENT",89,"NASSAU","FL",1,0,0,0
"489903","9/20/2003 0:00:00","LIGHTNING",61,"INDIAN RIVER","FL",1,4,0,0
"489904","9/21/2003 0:00:00","HEAVY SURF/HIGH SURF",68,"FLZ068","FL",0,2,0,0
"489906","9/24/2003 0:00:00","LIGHTNING",11,"BROWARD","FL",0,1,0,0
"489909","9/25/2003 0:00:00","LIGHTNING",111,"ST. LUCIE","FL",0,1,0,0
"489910","9/25/2003 0:00:00","LIGHTNING",69,"LAKE","FL",0,1,0,0
"489911","9/25/2003 0:00:00","LIGHTNING",117,"SEMINOLE","FL",1,2,0,0
"489934","10/21/2003 0:00:00","RIP CURRENT",127,"VOLUSIA","FL",1,0,0,0
"489935","10/25/2003 0:00:00","RIP CURRENT",109,"ST. JOHNS","FL",1,0,0,0
"489936","10/26/2003 0:00:00","LIGHTNING",91,"OKALOOSA","FL",1,0,0,0
"489960","11/6/2003 0:00:00","LIGHTNING",57,"HILLSBOROUGH","FL",0,1,0,0
"489963","11/11/2003 0:00:00","HEAVY SURF/HIGH SURF",68,"FLZ068 - 072","FL",3,0,0,0
"489964","11/12/2003 0:00:00","DENSE FOG",37,"FLZ037","FL",2,7,0,0
"489965","11/18/2003 0:00:00","RIP CURRENT",86,"MIAMI-DADE","FL",1,0,0,0
"490000","2/22/2003 0:00:00","TSTM WIND",285,"TROUP","GA",0,1,3253,8451
"490038","2/22/2003 0:00:00","TORNADO",1,"APPLING","GA",0,1,3146,8221
"490185","3/20/2003 0:00:00","TORNADO",205,"MITCHELL","GA",4,200,3111,8416
"490186","3/20/2003 0:00:00","TORNADO",321,"WORTH","GA",2,0,3122,8402
"490242","3/30/2003 0:00:00","STRONG WIND",56,"GAZ056","GA",1,0,0,0
"490274","4/25/2003 0:00:00","TSTM WIND",83,"DADE","GA",0,2,3451,8533
"490339","5/2/2003 0:00:00","TSTM WIND",195,"MADISON","GA",0,5,3407,8313
"490411","5/2/2003 0:00:00","TSTM WIND",121,"FULTON","GA",0,1,3334,8433
"490414","5/2/2003 0:00:00","LIGHTNING",135,"GWINNETT","GA",0,1,0,0
"490440","5/2/2003 0:00:00","TSTM WIND",199,"MERIWETHER","GA",0,1,3302,8441
"490441","5/2/2003 0:00:00","TSTM WIND",285,"TROUP","GA",0,1,3302,8503
"490569","5/6/2003 0:00:00","TORNADO",105,"ELBERT","GA",0,12,3413,8306
"490648","5/7/2003 0:00:00","TSTM WIND",199,"MERIWETHER","GA",0,2,3302,8443
"490653","5/7/2003 0:00:00","FLASH FLOOD",285,"TROUP","GA",1,0,0,0
"490656","5/8/2003 0:00:00","FLASH FLOOD",199,"MERIWETHER","GA",0,5,0,0
"490665","5/8/2003 0:00:00","FLASH FLOOD",269,"TAYLOR","GA",1,0,0,0
"490809","6/16/2003 0:00:00","LIGHTNING",311,"WHITE","GA",0,2,0,0
"490920","7/10/2003 0:00:00","TSTM WIND",121,"FULTON","GA",3,0,3346,8424
"490964","7/13/2003 0:00:00","TSTM WIND",213,"MURRAY","GA",0,2,3440,8450
"490996","4/10/2003 0:00:00","FLASH FLOOD",9,"MAUI","HI",2,0,0,0
"491032","8/2/2003 0:00:00","TSTM WIND",115,"MACON","IL",0,5,3956,8904
"491045","7/13/2003 0:00:00","TSTM WIND",313,"WHITFIELD","GA",0,1,3449,8458
"491056","7/13/2003 0:00:00","HEAVY RAIN",167,"JOHNSON","GA",0,2,0,0
"491068","7/16/2003 0:00:00","FLASH FLOOD",123,"GILMER","GA",0,1,0,0
"491080","7/17/2003 0:00:00","TSTM WIND",15,"BARTOW","GA",1,0,3414,8448
"491111","7/21/2003 0:00:00","LIGHTNING",135,"GWINNETT","GA",1,0,0,0
"491132","7/22/2003 0:00:00","TSTM WIND",117,"FORSYTH","GA",0,2,3412,8406
"491133","7/22/2003 0:00:00","TSTM WIND",67,"COBB","GA",0,1,3405,8440
"491144","7/22/2003 0:00:00","LIGHTNING",117,"FORSYTH","GA",0,1,0,0
"491148","7/22/2003 0:00:00","TSTM WIND",135,"GWINNETT","GA",0,2,3403,8404
"491182","7/22/2003 0:00:00","TSTM WIND",81,"CRISP","GA",1,0,3150,8345
"491231","8/6/2003 0:00:00","HEAVY RAIN",235,"PULASKI","GA",1,0,0,0
"491269","8/15/2003 0:00:00","LIGHTNING",111,"FANNIN","GA",0,2,0,0
"491276","8/16/2003 0:00:00","LIGHTNING",63,"CLAYTON","GA",0,1,0,0
"491324","8/31/2003 0:00:00","LIGHTNING",185,"LOWNDES","GA",1,0,0,0
"491369","1/2/2003 0:00:00","HEAVY SURF/HIGH SURF",1,"HIZ001>003 - 005>007","HI",1,1,0,0
"491424","6/17/2003 0:00:00","HEAVY SURF/HIGH SURF",1,"HIZ001>008","HI",0,3,0,0
"491425","6/25/2003 0:00:00","WILDFIRE",9,"MAUI","HI",0,1,0,0
"491436","8/12/2003 0:00:00","WILDFIRE",9,"MAUI","HI",0,4,0,0
"491518","2/22/2003 0:00:00","AVALANCHE",1,"IDZ001","ID",2,3,0,0
"491585","7/22/2003 0:00:00","WILDFIRE",59,"LEMHI","ID",2,0,0,0
"491614","8/22/2003 0:00:00","LIGHTNING",41,"FRANKLIN","ID",0,1,0,0
"491698","1/23/2003 0:00:00","EXTREME COLD/WIND CHILL",3,"ILZ003>006 - 008 - 010>014 - 019>023 - 032>033 - 039","IL",1,0,0,0
"491701","1/30/2003 0:00:00","EXTREME COLD/WIND CHILL",14,"ILZ014","IL",1,0,0,0
"491717","2/16/2003 0:00:00","EXTREME COLD/WIND CHILL",14,"ILZ014","IL",1,0,0,0
"491734","3/9/2003 0:00:00","EXTREME COLD/WIND CHILL",14,"ILZ014","IL",1,0,0,0
"491802","4/4/2003 0:00:00","LIGHTNING",31,"COOK","IL",0,1,0,0
"492021","5/6/2003 0:00:00","TORNADO",153,"PULASKI","IL",1,13,3716,8902
"492022","5/6/2003 0:00:00","TORNADO",127,"MASSAC","IL",1,20,3714,8856
"492030","5/6/2003 0:00:00","TORNADO",3,"ALEXANDER","IL",0,1,3703,8921
"492049","5/8/2003 0:00:00","FLASH FLOOD",83,"JERSEY","IL",1,0,0,0
"492203","5/10/2003 0:00:00","TORNADO",1,"ADAMS","IL",0,4,4008,9130
"492231","5/10/2003 0:00:00","TORNADO",125,"MASON","IL",0,1,4024,8948
"492234","5/10/2003 0:00:00","TORNADO",179,"TAZEWELL","IL",0,32,4028,8941
"492240","5/10/2003 0:00:00","TORNADO",203,"WOODFORD","IL",0,4,4041,8919
"492385","5/30/2003 0:00:00","TORNADO",39,"DE WITT","IL",0,4,4009,8905
"492396","6/10/2003 0:00:00","TORNADO",163,"ST. CLAIR","IL",0,2,3838,9004
"492418","6/10/2003 0:00:00","TSTM WIND",145,"PERRY","IL",0,1,3805,8923
"492421","6/10/2003 0:00:00","TSTM WIND",121,"MARION","IL",0,1,3832,8908
"492461","6/24/2003 0:00:00","EXCESSIVE HEAT",14,"ILZ014","IL",1,0,0,0
"492503","7/3/2003 0:00:00","LIGHTNING",89,"KANE","IL",0,1,0,0
"492514","7/5/2003 0:00:00","TSTM WIND",177,"STEPHENSON","IL",0,1,4214,8948
"492529","7/6/2003 0:00:00","HAIL",99,"LA SALLE","IL",0,1,4121,8851
"492585","7/8/2003 0:00:00","LIGHTNING",99,"LA SALLE","IL",0,1,0,0
"492590","7/8/2003 0:00:00","TSTM WIND",71,"HENDERSON","IL",0,1,4049,9105
"492770","7/18/2003 0:00:00","TSTM WIND",67,"HANCOCK","IL",0,1,4028,9121
"492872","7/27/2003 0:00:00","TSTM WIND",37,"DE KALB","IL",0,2,4139,8837
"492975","8/3/2003 0:00:00","TSTM WIND",43,"DU PAGE","IL",0,1,4159,8805
"493085","8/24/2003 0:00:00","EXCESSIVE HEAT",58,"ILZ058>060 - 064>065 - 069>070 - 074 - 079 - 095>102","IL",1,0,0,0
"493086","8/25/2003 0:00:00","EXCESSIVE HEAT",14,"ILZ014","IL",2,0,0,0
"493126","9/26/2003 0:00:00","TORNADO",29,"COLES","IL",0,1,3932,8820
"493146","11/13/2003 0:00:00","HIGH WIND",3,"ILZ003>006 - 008 - 010>014 - 019>023 - 032>033 - 039","IL",0,2,0,0
"493631","7/4/2003 0:00:00","TSTM WIND",49,"FULTON","IN",1,0,4108,8613
"493701","7/5/2003 0:00:00","FLASH FLOOD",15,"CARROLL","IN",2,0,0,0
"493731","7/5/2003 0:00:00","FLOOD",18,"INZ018 - 026>027","IN",1,0,0,0
"494027","7/21/2003 0:00:00","TSTM WIND",119,"OWEN","IN",0,5,3917,8643
"494100","8/1/2003 0:00:00","LIGHTNING",99,"MARSHALL","IN",0,2,0,0
"494155","9/1/2003 0:00:00","FLOOD",39,"INZ039 - 047","IN",1,0,0,0
"494161","9/1/2003 0:00:00","TSTM WIND",65,"HENRY","IN",0,1,3955,8522
"494205","11/12/2003 0:00:00","HIGH WIND",31,"INZ031 - 047","IN",0,2,0,0
"494427","4/30/2003 0:00:00","LIGHTNING",177,"VAN BUREN","IA",1,1,0,0
"494589","5/13/2003 0:00:00","HAIL",27,"CARROLL","IA",0,88,4211,9457
"494655","5/30/2003 0:00:00","HIGH WIND",4,"IAZ004>007 - 015>017 - 023>026 - 033>037 - 045>049 - 058>062 - 074>075","IA",1,0,0,0
"494764","7/4/2003 0:00:00","TSTM WIND",33,"CERRO GORDO","IA",0,1,4308,9323
"495263","8/26/2003 0:00:00","TSTM WIND",169,"STORY","IA",0,1,4211,9336
"495283","11/12/2003 0:00:00","HIGH WIND",4,"IAZ004>007 - 015>017 - 023>028 - 033>039 - 044>050 - 057>062 - 070>075 - 081>086","IA",0,2,0,0
"495307","1/16/2003 0:00:00","HEAVY SNOW",56,"KSZ056","KS",0,1,0,0
"495308","1/16/2003 0:00:00","ICE STORM",34,"KSZ034","KS",1,2,0,0
"495309","1/16/2003 0:00:00","ICE STORM",34,"KSZ034","KS",1,0,0,0
"495310","1/16/2003 0:00:00","ICE STORM",20,"KSZ020","KS",0,2,0,0
"495311","1/16/2003 0:00:00","ICE STORM",34,"KSZ034","KS",0,1,0,0
"495321","2/23/2003 0:00:00","WINTER STORM",8,"KSZ008 - 012 - 022>024 - 026 - 035>040 - 054>055","KS",0,1,0,0
"495323","2/23/2003 0:00:00","WINTER STORM",67,"KSZ067>072 - 082>083 - 091>096 - 098>100","KS",1,15,0,0
"495326","3/4/2003 0:00:00","WINTER STORM",8,"KSZ008>012 - 020>024 - 026 - 034>040 - 054>056 - 058>059","KS",2,8,0,0
"495466","5/4/2003 0:00:00","TORNADO",103,"LEAVENWORTH","KS",0,2,3901,9504
"495823","5/4/2003 0:00:00","TORNADO",209,"WYANDOTTE","KS",2,30,3904,9450
"495830","5/4/2003 0:00:00","TORNADO",37,"CRAWFORD","KS",3,20,3725,9506
"495849","5/4/2003 0:00:00","TORNADO",99,"LABETTE","KS",0,1,3659,9518
"495856","5/4/2003 0:00:00","TORNADO",21,"CHEROKEE","KS",3,19,3705,9457
"496007","5/8/2003 0:00:00","TSTM WIND",17,"CHASE","KS",0,6,3810,9634
"496027","5/8/2003 0:00:00","TORNADO",207,"WOODSON","KS",0,3,3748,9557
"496037","5/8/2003 0:00:00","TORNADO",3,"ANDERSON","KS",0,3,3801,9518
"496038","5/8/2003 0:00:00","TORNADO",45,"DOUGLAS","KS",0,6,3858,9514
"496985","8/11/2003 0:00:00","TSTM WIND",15,"BUTLER","KS",0,2,3752,9649
"497068","12/9/2003 0:00:00","WINTER WEATHER/MIX",39,"KSZ039","KS",1,0,0,0
"497089","5/4/2003 0:00:00","TORNADO",59,"DAVIESS","KY",0,2,3740,8720
"497148","8/21/2003 0:00:00","TSTM WIND",79,"HARVEY","KS",0,1,3804,9721
"497172","8/23/2003 0:00:00","LIGHTNING",173,"SEDGWICK","KS",0,1,0,0
"497234","8/30/2003 0:00:00","FLASH FLOOD",17,"CHASE","KS",6,0,0,0
"497240","8/31/2003 0:00:00","FLASH FLOOD",91,"JOHNSON","KS",1,0,0,0
"497301","9/10/2003 0:00:00","LIGHTNING",51,"ELLIS","KS",0,2,0,0
"497314","9/10/2003 0:00:00","FLASH FLOOD",123,"MITCHELL","KS",0,1,0,0
"497395","10/8/2003 0:00:00","FLASH FLOOD",15,"BUTLER","KS",0,1,0,0
"497435","1/23/2003 0:00:00","EXTREME COLD/WIND CHILL",1,"KYZ001>022","KY",0,1,0,0
"497466","2/15/2003 0:00:00","ICE STORM",35,"KYZ035>037 - 039>043 - 046>049 - 054>057","KY",1,0,0,0
"497493","2/22/2003 0:00:00","TORNADO",25,"BREATHITT","KY",2,7,3733,8333
"497675","5/4/2003 0:00:00","HAIL",145,"MCCRACKEN","KY",0,1,3701,8841
"497710","5/4/2003 0:00:00","TORNADO",55,"CRITTENDEN","KY",0,1,3724,8801
"497713","5/4/2003 0:00:00","TORNADO",233,"WEBSTER","KY",0,1,3729,8751
"497748","8/22/2003 0:00:00","LIGHTNING",73,"FRANKLIN","KY",0,1,0,0
"497940","5/10/2003 0:00:00","TORNADO",135,"LEWIS","KY",0,17,3835,8337
"497955","5/11/2003 0:00:00","TORNADO",149,"MCLEAN","KY",0,2,3725,8716
"497965","5/11/2003 0:00:00","TORNADO",93,"HARDIN","KY",0,5,3743,8601
"497978","5/11/2003 0:00:00","TORNADO",167,"MERCER","KY",1,8,3748,8454
"497979","5/11/2003 0:00:00","TSTM WIND",217,"TAYLOR","KY",0,4,3724,8521
"498107","6/14/2003 0:00:00","FLASH FLOOD",151,"MADISON","KY",1,0,0,0
"498132","6/16/2003 0:00:00","FLASH FLOOD",43,"CARTER","KY",1,0,0,0
"498303","7/28/2003 0:00:00","TSTM WIND",145,"MCCRACKEN","KY",0,1,3705,8838
"498370","8/10/2003 0:00:00","LIGHTNING",199,"PULASKI","KY",0,1,0,0
"498381","8/11/2003 0:00:00","LIGHTNING",199,"PULASKI","KY",0,3,0,0
"498401","8/22/2003 0:00:00","FLASH FLOOD",73,"FRANKLIN","KY",2,0,0,0
"498458","8/26/2003 0:00:00","EXCESSIVE HEAT",1,"KYZ001>022","KY",0,2,0,0
"498526","2/15/2003 0:00:00","TORNADO",113,"VERMILION","LA",0,1,2957,9200
"498667","4/7/2003 0:00:00","FLASH FLOOD",105,"TANGIPAHOA","LA",1,0,0,0
"498693","4/8/2003 0:00:00","LIGHTNING",105,"TANGIPAHOA","LA",0,1,0,0
"498722","4/24/2003 0:00:00","TORNADO",123,"WEST CARROLL","LA",0,3,3239,9133
"498801","5/17/2003 0:00:00","LIGHTNING",73,"OUACHITA","LA",0,1,0,0
"498869","7/17/2003 0:00:00","LIGHTNING",113,"MISSAUKEE","MI",0,2,0,0
"498939","6/30/2003 0:00:00","TORNADO",95,"ST. JOHN THE BAPTIST","LA",0,4,3004,9034
"499054","11/26/2003 0:00:00","TORNADO",11,"BEAUREGARD","LA",0,5,3045,9319
"499090","2/23/2003 0:00:00","LIGHTNING",3,"AROOSTOOK","ME",0,4,0,0
"499098","5/19/2003 0:00:00","DUST DEVIL",31,"YORK","ME",1,0,0,0
"499164","8/13/2003 0:00:00","LIGHTNING",31,"YORK","ME",0,1,0,0
"499169","10/15/2003 0:00:00","HIGH WIND",7,"MEZ007>009 - 012>014 - 018>028","ME",0,1,0,0
"499229","2/14/2003 0:00:00","WINTER STORM",2,"MDZ002>007 - 009>011 - 013>014 - 016>018","MD",1,10,0,0
"499354","6/13/2003 0:00:00","FLASH FLOOD",510,"BALTIMORE CITY (C)","MD",0,1,0,0
"499438","7/12/2003 0:00:00","LIGHTNING",21,"FREDERICK","MD",0,2,0,0
"499451","7/18/2003 0:00:00","LIGHTNING",41,"TALBOT","MD",0,1,0,0
"499470","8/3/2003 0:00:00","LIGHTNING",3,"ANNE ARUNDEL","MD",0,1,0,0
"499553","8/27/2003 0:00:00","LIGHTNING",21,"FREDERICK","MD",0,1,0,0
"499594","9/18/2003 0:00:00","TROPICAL STORM",6,"MDZ006>007 - 011 - 013>014 - 016>018","MD",1,200,0,0
"499597","9/18/2003 0:00:00","HIGH WIND",2,"MDZ002>005 - 009>010","MD",0,3,0,0
"499650","11/13/2003 0:00:00","STRONG WIND",2,"MDZ002>007 - 009>011 - 014 - 016>018","MD",0,1,0,0
"499651","11/13/2003 0:00:00","STRONG WIND",13,"MDZ013","MD",1,0,0,0
"499659","11/19/2003 0:00:00","FLASH FLOOD",510,"BALTIMORE CITY (C)","MD",4,0,0,0
"499671","12/4/2003 0:00:00","WINTER STORM",2,"MDZ002>007 - 009>011","MD",1,0,0,0
"499672","12/4/2003 0:00:00","WINTER WEATHER/MIX",13,"MDZ013>014 - 018","MD",1,0,0,0
"499674","12/5/2003 0:00:00","WINTER STORM",2,"MDZ002>007 - 009>011","MD",1,0,0,0
"499713","5/25/2003 0:00:00","HEAVY SURF/HIGH SURF",15,"MAZ015","MA",1,2,0,0
"499770","8/22/2003 0:00:00","LIGHTNING",27,"WORCESTER","MA",0,2,0,0
"499785","10/15/2003 0:00:00","HIGH WIND",2,"MAZ002>007 - 012>016 - 022","MA",0,3,0,0
"499804","1/21/2003 0:00:00","EXTREME COLD",76,"MIZ076","MI",1,0,0,0
"499809","1/26/2003 0:00:00","EXTREME COLD",70,"MIZ070","MI",1,0,0,0
"499811","1/27/2003 0:00:00","EXTREME COLD",76,"MIZ076","MI",1,0,0,0
"499831","3/3/2003 0:00:00","EXTREME COLD/WIND CHILL",76,"MIZ076","MI",1,0,0,0
"499836","3/9/2003 0:00:00","EXTREME COLD/WIND CHILL",76,"MIZ076","MI",1,0,0,0
"499864","4/3/2003 0:00:00","ICE STORM",47,"MIZ047>049 - 053>055 - 060>063 - 068>070","MI",1,2,0,0
"500032","6/28/2003 0:00:00","TSTM WIND",27,"CASS","MI",0,4,4151,8555
"500072","7/4/2003 0:00:00","TSTM WIND",59,"HILLSDALE","MI",0,1,4203,8425
"500113","7/4/2003 0:00:00","LIGHTNING",69,"IOSCO","MI",0,4,0,0
"500180","7/13/2003 0:00:00","HAIL",117,"MONTCALM","MI",0,1,4310,8515
"500292","8/1/2003 0:00:00","LIGHTNING",125,"OAKLAND","MI",0,1,0,0
"500311","8/1/2003 0:00:00","LIGHTNING",99,"MACOMB","MI",0,1,0,0
"500313","8/1/2003 0:00:00","LIGHTNING",91,"LENAWEE","MI",1,0,0,0
"500397","8/21/2003 0:00:00","TORNADO",65,"INGHAM","MI",0,2,4240,8410
"500577","2/11/2003 0:00:00","HIGH WIND",72,"MNZ072 - 080>081 - 089>090 - 098","MN",0,1,0,0
"500693","6/23/2003 0:00:00","LIGHTNING",51,"GRANT","MN",0,1,0,0
"500762","6/24/2003 0:00:00","TORNADO",129,"RENVILLE","MN",0,5,4443,9437
"500813","6/24/2003 0:00:00","TSTM WIND",129,"RENVILLE","MN",0,1,4446,9457
"500878","7/2/2003 0:00:00","TSTM WIND",61,"ITASCA","MN",0,1,4745,9339
"500900","7/2/2003 0:00:00","TSTM WIND",75,"LAKE","MN",1,1,4759,9153
"500968","7/4/2003 0:00:00","TSTM WIND",121,"POPE","MN",0,2,4529,9531
"501137","7/19/2003 0:00:00","HAIL",75,"LAKE","MN",0,1,4754,9121
"501306","1/24/2003 0:00:00","EXTREME COLD/WIND CHILL",24,"MSZ024","MS",1,0,0,0
"501530","4/6/2003 0:00:00","TORNADO",49,"HINDS","MS",0,2,3224,9016
"501533","4/6/2003 0:00:00","TORNADO",85,"LINCOLN","MS",0,6,3138,9037
"501553","4/6/2003 0:00:00","FLASH FLOOD",123,"SCOTT","MS",1,0,0,0
"501634","4/24/2003 0:00:00","TORNADO",121,"RANKIN","MS",0,6,3215,9000
"501674","5/1/2003 0:00:00","LIGHTNING",33,"DE SOTO","MS",0,1,0,0
"501814","5/6/2003 0:00:00","TORNADO",57,"ITAWAMBA","MS",0,2,3420,8833
"501824","5/7/2003 0:00:00","TORNADO",95,"MONROE","MS",0,6,3353,8846
"502468","11/18/2003 0:00:00","TORNADO",129,"SMITH","MS",0,2,3155,8940
"502738","4/15/2003 0:00:00","STRONG WIND",37,"MOZ037","MO",1,0,0,0
"503007","5/9/2003 0:00:00","HEAVY RAIN",137,"MONROE","MO",1,0,0,0
"503047","5/4/2003 0:00:00","TORNADO",47,"CLAY","MO",0,13,3914,9429
"503055","5/4/2003 0:00:00","TORNADO",11,"BARTON","MO",1,10,3734,9437
"503070","5/4/2003 0:00:00","TORNADO",39,"CEDAR","MO",3,37,3737,9405
"503080","5/4/2003 0:00:00","TORNADO",97,"JASPER","MO",2,15,3710,9437
"503098","5/4/2003 0:00:00","TORNADO",109,"LAWRENCE","MO",5,33,3656,9404
"503105","5/4/2003 0:00:00","TORNADO",59,"DALLAS","MO",2,10,3747,9312
"503113","5/4/2003 0:00:00","TORNADO",43,"CHRISTIAN","MO",1,3,3701,9338
"503116","5/4/2003 0:00:00","TORNADO",29,"CAMDEN","MO",4,27,3754,9250
"503123","5/4/2003 0:00:00","TORNADO",77,"GREENE","MO",1,12,3705,9325
"503253","5/6/2003 0:00:00","TORNADO",159,"PETTIS","MO",0,2,3839,9318
"503455","5/6/2003 0:00:00","TORNADO",31,"CAPE GIRARDEAU","MO",0,2,3723,8940
"503458","5/6/2003 0:00:00","FLASH FLOOD",99,"JEFFERSON","MO",1,0,0,0
"503503","5/8/2003 0:00:00","TSTM WIND",19,"BOONE","MO",0,1,3910,9208
"503527","5/9/2003 0:00:00","TORNADO",37,"CASS","MO",0,1,3837,9432
"503552","7/14/2003 0:00:00","EXCESSIVE HEAT",1,"MOZ001>002 - 004 - 011>013 - 020>022 - 028>029 - 033 - 037>038 - 043>045 - 053>054","MO",2,0,0,0
"503564","7/18/2003 0:00:00","TSTM WIND",510,"ST. LOUIS (C)","MO",0,3,3839,9015
"503607","8/21/2003 0:00:00","TSTM WIND",37,"CASS","MO",1,2,3834,9412
"503711","5/10/2003 0:00:00","TORNADO",111,"LEWIS","MO",0,6,3956,9150
"503932","7/3/2003 0:00:00","EXCESSIVE HEAT",41,"MOZ041 - 050 - 052 - 061>064 - 074>075","MO",3,93,0,0
"503933","7/4/2003 0:00:00","EXCESSIVE HEAT",20,"MOZ020>022 - 028>032 - 037>040 - 043>046 - 054","MO",1,0,0,0
"503951","7/9/2003 0:00:00","EXCESSIVE HEAT",37,"MOZ037","MO",1,0,0,0
"504155","7/26/2003 0:00:00","EXCESSIVE HEAT",28,"MOZ028>029 - 037 - 043 - 053","MO",1,0,0,0
"504340","8/15/2003 0:00:00","EXCESSIVE HEAT",18,"MOZ018>019 - 026>027 - 034>036 - 041>042 - 047>052 - 059>065 - 072>075 - 084>085 - 099","MO",2,54,0,0
"504341","8/17/2003 0:00:00","EXCESSIVE HEAT",28,"MOZ028>029 - 037","MO",2,0,0,0
